"","spygen_code","habitat"
"189","SPY231740","sandy_bed"
"190","SPY231741","sandy_bed"
"191","SPY231742","sandy_bed"
"192","SPY231743","sandy_bed"
"193","SPY231744","sandy_bed"
"194","SPY231745","sandy_bed"
"195","SPY231746","sandy_bed"
"196","SPY231747","sandy_bed"
"197","SPY231748","sandy_bed"
"198","SPY231749","sandy_bed"
"199","SPY231750","sandy_bed"
"200","SPY231751","sandy_bed"
"201","SPY231752","sandy_bed"
"202","SPY231753","sandy_bed"
"203","SPY231754","sandy_bed"
"204","SPY231755","sandy_bed"
"205","SPY231756","sandy_bed"
"206","SPY231757","sandy_bed"
"207","SPY231758","sandy_bed"
"208","SPY231759","sandy_bed"
"209","SPY231760","sandy_bed"
"210","SPY231761","sandy_bed"
"211","SPY231762","sandy_bed"
"212","SPY231763","sandy_bed"
"213","SPY231764","sandy_bed"
"214","SPY231765","sandy_bed"
"215","SPY231766","sandy_bed"
"216","SPY231767","sandy_bed"
"217","SPY231768","sandy_bed"
"218","SPY231769","sandy_bed"
"219","SPY231770","sandy_bed"
"220","SPY231771","sandy_bed"
"221","SPY231772","sandy_bed"
"222","SPY231773","sandy_bed"
"223","SPY231774","sandy_bed"
"224","SPY231775","sandy_bed"
"225","SPY231776","sandy_bed"
"226","SPY231777","sandy_bed"
"227","SPY231778","sandy_bed"
"228","SPY231779","sandy_bed"
"229","SPY231780","sandy_bed"
"230","SPY231781","sandy_bed"
"231","SPY231782","sandy_bed"
"232","SPY231783","sandy_bed"
"233","SPY231784","sandy_bed"
"234","SPY231785","sandy_bed"
"235","SPY231786","sandy_bed"
"236","SPY231787","sandy_bed"
"237","SPY231788","sandy_bed"
"238","SPY231789","sandy_bed"
"239","SPY231790","sandy_bed"
"240","SPY231791","sandy_bed"
"241","SPY231792","sandy_bed"
"242","SPY231793","sandy_bed"
"243","SPY231794","sandy_bed"
"244","SPY231795","sandy_bed"
"245","SPY231796","sandy_bed"
"246","SPY231797","sandy_bed"
"247","SPY231798","sandy_bed"
"248","SPY231885","coralligenous"
"249","SPY231886","coralligenous"
"250","SPY231897","coralligenous"
"251","SPY231898","coralligenous"
"252","SPY231903","coralligenous"
"253","SPY231904","coralligenous"
"254","SPY231905","meadow"
"255","SPY231906","meadow"
"256","SPY231907","meadow"
"257","SPY231908","meadow"
"258","SPY231909","coralligenous"
"259","SPY231910","coralligenous"
"260","SPY231913","meadow"
"261","SPY231914","meadow"
"262","SPY231915","meadow"
"263","SPY231916","meadow"
"264","SPY210643","meadow"
"265","SPY210644","meadow"
"266","SPY210648","meadow"
"267","SPY210651","sandy_bed"
"268","SPY210671","meadow"
"269","SPY231889","meadow"
"270","SPY231890","meadow"
"271","SPY231891","coralligenous"
"272","SPY231892","coralligenous"
"273","SPY200468","NA"
"274","SPY200474","NA"
"275","SPY201952","NA"
"276","SPY201953","meadow_rocks"
"277","SPY201961","NA"
"278","SPY201962","NA"
"279","SPY210637","NA"
"280","SPY210649","meadow_rocks"
"281","SPY210654","meadow_rocks"
"282","SPY211052","coralligenous"
"283","SPY211058","coralligenous"
"284","SPY212760","NA"
"285","SPY212762","meadow_rocks"
"286","SPY212763","meadow_rocks"
"287","SPY212764","meadow_rocks"
"288","SPY212765","NA"
"289","SPY212766","meadow_rocks"
"290","SPY212767","NA"
"291","SPY212768","meadow_rocks"
"292","SPY212769","NA"
"293","SPY210672","meadow"
"294","SPY232832","meadow"
"295","SPY232835","meadow"
"296","SPY201174","meadow_rocks_sandy_bed"
"297","SPY201181","meadow_rocks_sandy_bed"
"298","SPY201187","meadow_rocks_sandy_bed"
"299","SPY201192","meadow_rocks_sandy_bed"
"300","SPY201198","meadow_rocks_sandy_bed"
"301","SPY202491","meadow_rocks_sandy_bed"
"302","SPY202495","meadow_rocks_sandy_bed"
"303","SPY202500","meadow_rocks_sandy_bed"
"304","SPY181149","NA"
"305","SPY181150","NA"
"306","SPY201172","NA"
"307","SPY201185","NA"
"308","SPY222967","NA"
"309","SPY222969","NA"
"310","SPY222970","NA"
"311","SPY222972","NA"
"312","SPY222973","NA"
"313","SPY222974","NA"
"314","SPY222977","NA"
"315","SPY231865","sandy_bed"
"316","SPY231870","sandy_bed"
"317","SPY231871","sandy_bed"
"318","SPY231873","sandy_bed"
"319","SPY231874","sandy_bed"
"320","SPY231877","sandy_bed"
"321","SPY231878","sandy_bed"
"322","SPY231893","coralligenous"
"323","SPY231894","coralligenous"
"324","SPY231895","meadow"
"325","SPY231896","meadow"
"326","SPY201153","rocks"
"327","SPY201161","meadow_rocks_sandy_bed"
"328","SPY201162","rocks"
"329","SPY201164","meadow"
"330","SPY201169","meadow"
"331","SPY201180","rocks"
"332","SPY201186","rocks"
"333","SPY201190","meadow_rocks_sandy_bed"
"334","SPY202493","meadow"
"335","SPY202506","meadow"
"336","SPY202509","meadow"
"337","SPY202510","meadow"
"338","SPY202514","meadow"
"339","SPY202515","meadow"
"340","SPY211263","rocks"
"341","SPY211275","NA"
"342","SPY211279","NA"
"343","SPY211282","NA"
"344","SPY211284","NA"
"345","SPY211286","NA"
"346","SPY211289","rocks"
"347","SPY211290","rocks"
"348","SPY211299","rocks"
"349","SPY211303","rocks"
"350","SPY211304","rocks"
"351","SPY211306","NA"
"352","SPY231887","meadow"
"353","SPY231888","meadow"
"354","SPY200806","NA"
"355","SPY200807","NA"
"356","SPY211059","meadow"
"357","SPY211060","meadow"
"358","SPY211051","meadow"
"359","SPY211063","meadow"
"360","SPY223325","rocks_sandy_bed"
"361","SPY223333","rocks_sandy_bed"
"362","SPY224252","rocks_sandy_bed"
"363","SPY224256","rocks_sandy_bed"
"364","SPY232833","meadow"
"365","SPY232834","meadow"
"366","SPY210723","meadow"
"367","SPY201239","NA"
"368","SPY201241","NA"
"369","SPY211045","coralligenous"
"370","SPY211046","coralligenous"
"371","SPY181699","NA"
"372","SPY192310","NA"
"373","SPY201163","NA"
"374","SPY211048","meadow"
"375","SPY211049","coralligenous"
"376","SPY211050","coralligenous"
"377","SPY211054","meadow"
"378","SPY211055","meadow"
"379","SPY211062","meadow"
"380","SPY211138","rocks_reef"
"381","SPY211163","NA"
"382","SPY211168","NA"
"383","SPY211169","NA"
"384","SPY211170","NA"
"385","SPY211172","NA"
"386","SPY211173","NA"
"387","SPY211174","NA"
"388","SPY211177","NA"
"389","SPY211178","NA"
"390","SPY211180","NA"
"391","SPY211181","NA"
"392","SPY211182","NA"
"393","SPY211183","NA"
"394","SPY211184","NA"
"395","SPY212710","NA"
"396","SPY212711","NA"
"397","SPY212712","NA"
"398","SPY212713","NA"
"399","SPY212714","NA"
"400","SPY212715","NA"
"401","SPY212716","NA"
"402","SPY212717","NA"
"403","SPY212718","NA"
"404","SPY212719","NA"
"405","SPY212756","NA"
"406","SPY212758","NA"
"407","SPY212759","NA"
"408","SPY201175","meadow_rocks_sandy_bed"
"409","SPY201176","meadow_rocks_sandy_bed"
"410","SPY201179","meadow_rocks_sandy_bed"
"411","SPY201191","meadow_rocks_sandy_bed"
"412","SPY202492","meadow_rocks_sandy_bed"
"413","SPY202496","meadow_rocks_sandy_bed"
"414","SPY202498","meadow_rocks_sandy_bed"
"415","SPY202499","meadow_rocks_sandy_bed"
"416","SPY211266","meadow"
"417","SPY211280","meadow"
"418","SPY211285","meadow"
"419","SPY211300","NA"
"420","SPY211302","NA"
"421","SPY211068","meadow"
"422","SPY211073","meadow"
"423","SPY211071","meadow"
"424","SPY211072","meadow"
"425","SPY231899","coralligenous"
"426","SPY231900","coralligenous"
"427","SPY231901","meadow"
"428","SPY231902","meadow"
"429","SPY201149","meadow_rocks_sandy_bed"
"430","SPY201150","meadow_rocks_sandy_bed"
"431","SPY201151","meadow_rocks_sandy_bed"
"432","SPY201152","meadow_rocks_sandy_bed"
"433","SPY201157","meadow_rocks_sandy_bed"
"434","SPY201158","meadow_rocks_sandy_bed"
"435","SPY201177","meadow_rocks_sandy_bed"
"436","SPY201193","meadow_rocks_sandy_bed"
"437","SPY231911","coralligenous"
"438","SPY231912","coralligenous"
"439","SPY201159","rocks"
"440","SPY201160","meadow_sandy_bed"
"441","SPY201166","rocks"
"442","SPY201167","meadow_sandy_bed"
"443","SPY201168","sandy_bed"
"444","SPY201170","sandy_bed"
"445","SPY201171","meadow_sandy_bed"
"446","SPY201216","coralligenous_meadow"
"447","SPY201263","coralligenous_meadow"
"448","SPY202494","meadow_sandy_bed"
"449","SPY211268","NA"
"450","SPY211274","meadow"
"451","SPY211278","meadow"
"452","SPY211305","NA"
"453","SPY211307","NA"
"454","SPY211309","NA"
"455","SPY210647","meadow"
"456","SPY210652","meadow"
"457","SPY232830","meadow"
"458","SPY232831","meadow"
"459","SPY211069","coralligenous"
"460","SPY211070","coralligenous"
