"","spygen_code","habitat"
"278","SPY201962","empty"
"279","SPY210637","empty"
"280","SPY210649","empty"
"281","SPY210654","empty"
"282","SPY211052","empty"
"283","SPY211058","empty"
"284","SPY212760","empty"
"285","SPY212762","empty"
"286","SPY212763","empty"
"287","SPY212764","empty"
"288","SPY212765","empty"
"289","SPY212766","empty"
"290","SPY212767","empty"
"291","SPY212768","empty"
"292","SPY212769","empty"
"293","SPY210672","empty"
"294","SPY232832","empty"
"295","SPY232835","empty"
"296","SPY201174","empty"
"297","SPY201181","empty"
"298","SPY201187","empty"
"299","SPY201192","empty"
"300","SPY201198","empty"
"301","SPY202491","empty"
"302","SPY202495","empty"
"303","SPY202500","empty"
"304","SPY181149","empty"
"305","SPY181150","empty"
"306","SPY201172","empty"
"307","SPY201185","empty"
"308","SPY222967","empty"
"309","SPY222969","empty"
"310","SPY222970","empty"
"311","SPY222972","empty"
"312","SPY222973","empty"
"313","SPY222974","empty"
"314","SPY222977","empty"
"315","SPY231865","empty"
"316","SPY231870","empty"
"317","SPY231871","empty"
"318","SPY231873","empty"
"319","SPY231874","empty"
"320","SPY231877","empty"
"321","SPY231878","empty"
"322","SPY231893","empty"
"323","SPY231894","empty"
"324","SPY231895","empty"
"325","SPY231896","empty"
"326","SPY201153","empty"
"327","SPY201161","empty"
"328","SPY201162","empty"
"329","SPY201164","empty"
"330","SPY201169","empty"
"331","SPY201180","empty"
"332","SPY201186","empty"
"333","SPY201190","empty"
"334","SPY202493","empty"
"335","SPY202506","empty"
"336","SPY202509","empty"
"337","SPY202510","empty"
"338","SPY202514","empty"
"339","SPY202515","empty"
"340","SPY211263","empty"
"341","SPY211275","empty"
"342","SPY211279","empty"
"343","SPY211282","empty"
"344","SPY211284","empty"
"345","SPY211286","empty"
"346","SPY211289","empty"
"347","SPY211290","empty"
"348","SPY211299","empty"
"349","SPY211303","empty"
"350","SPY211304","empty"
"351","SPY211306","empty"
"352","SPY231887","empty"
"353","SPY231888","empty"
"354","SPY200806","empty"
"355","SPY200807","empty"
"356","SPY211059","empty"
"357","SPY211060","empty"
"358","SPY211051","empty"
"359","SPY211063","empty"
"360","SPY223325","empty"
"361","SPY223333","empty"
"362","SPY224252","empty"
"363","SPY224256","empty"
"364","SPY232833","empty"
"365","SPY232834","empty"
"366","SPY210723","empty"
"367","SPY201239","empty"
"368","SPY201241","empty"
"369","SPY211045","empty"
"370","SPY211046","empty"
"371","SPY181699","empty"
"372","SPY192310","empty"
"373","SPY201163","empty"
"374","SPY211048","empty"
"375","SPY211049","empty"
"376","SPY211050","empty"
"377","SPY211054","empty"
"378","SPY211055","empty"
"379","SPY211062","empty"
"380","SPY211138","empty"
"381","SPY211163","empty"
"382","SPY211168","empty"
"383","SPY211169","empty"
"384","SPY211170","empty"
"385","SPY211172","empty"
"386","SPY211173","empty"
"387","SPY211174","empty"
"388","SPY211177","empty"
"389","SPY211178","empty"
"390","SPY211180","empty"
"391","SPY211181","empty"
"392","SPY211182","empty"
"393","SPY211183","empty"
"394","SPY211184","empty"
"395","SPY212710","empty"
"396","SPY212711","empty"
"397","SPY212712","empty"
"398","SPY212713","empty"
"399","SPY212714","empty"
"400","SPY212715","empty"
"401","SPY212716","empty"
"402","SPY212717","empty"
"403","SPY212718","empty"
"404","SPY212719","empty"
"405","SPY212756","empty"
"406","SPY212758","empty"
"407","SPY212759","empty"
"408","SPY201175","empty"
"409","SPY201176","empty"
"410","SPY201179","empty"
"411","SPY201191","empty"
"412","SPY202492","empty"
"413","SPY202496","empty"
"414","SPY202498","empty"
"415","SPY202499","empty"
"416","SPY211266","empty"
"417","SPY211280","empty"
"418","SPY211285","empty"
"419","SPY211300","empty"
"420","SPY211302","empty"
"421","SPY211068","empty"
"422","SPY211073","empty"
"423","SPY211071","empty"
"424","SPY211072","empty"
"425","SPY231899","empty"
"426","SPY231900","empty"
"427","SPY231901","empty"
"428","SPY231902","empty"
"429","SPY201149","empty"
"430","SPY201150","empty"
"431","SPY201151","empty"
"432","SPY201152","empty"
"433","SPY201157","empty"
"434","SPY201158","empty"
"435","SPY201177","empty"
"436","SPY201193","empty"
"437","SPY231911","empty"
"438","SPY231912","empty"
"439","SPY201159","empty"
"440","SPY201160","empty"
"441","SPY201166","empty"
"442","SPY201167","empty"
"443","SPY201168","empty"
"444","SPY201170","empty"
"445","SPY201171","empty"
"446","SPY201216","empty"
"447","SPY201263","empty"
"448","SPY202494","empty"
"449","SPY211268","empty"
"450","SPY211274","empty"
"451","SPY211278","empty"
"452","SPY211305","empty"
"453","SPY211307","empty"
"454","SPY211309","empty"
"455","SPY210647","empty"
"456","SPY210652","empty"
"457","SPY232830","empty"
"458","SPY232831","empty"
"459","SPY211069","empty"
"460","SPY211070","empty"
