"","spygen_code","habitat"
"185","SPY231754","sandy_bed"
"186","SPY231755","sandy_bed"
"187","SPY231756","sandy_bed"
"188","SPY231757","sandy_bed"
"189","SPY231758","sandy_bed"
"190","SPY231759","sandy_bed"
"191","SPY231760","sandy_bed"
"192","SPY231761","sandy_bed"
"193","SPY231762","sandy_bed"
"194","SPY231763","sandy_bed"
"195","SPY231764","sandy_bed"
"196","SPY231765","sandy_bed"
"197","SPY231766","sandy_bed"
"198","SPY231767","sandy_bed"
"199","SPY231768","sandy_bed"
"200","SPY231769","sandy_bed"
"201","SPY231770","sandy_bed"
"202","SPY231771","sandy_bed"
"203","SPY231772","sandy_bed"
"204","SPY231773","sandy_bed"
"205","SPY231774","sandy_bed"
"206","SPY231775","sandy_bed"
"207","SPY231776","sandy_bed"
"208","SPY231777","sandy_bed"
"209","SPY231778","sandy_bed"
"210","SPY231779","sandy_bed"
"211","SPY231780","sandy_bed"
"212","SPY231781","sandy_bed"
"213","SPY231782","sandy_bed"
"214","SPY231783","sandy_bed"
"215","SPY231784","sandy_bed"
"216","SPY231785","sandy_bed"
"217","SPY231786","sandy_bed"
"218","SPY231787","sandy_bed"
"219","SPY231788","sandy_bed"
"220","SPY231789","sandy_bed"
"221","SPY231790","sandy_bed"
"222","SPY231791","sandy_bed"
"223","SPY231792","sandy_bed"
"224","SPY231793","sandy_bed"
"225","SPY231794","sandy_bed"
"226","SPY231795","sandy_bed"
"227","SPY231796","sandy_bed"
"228","SPY231797","sandy_bed"
"229","SPY231798","sandy_bed"
"230","SPY231885","coralligenous"
"231","SPY231886","coralligenous"
"232","SPY231897","coralligenous"
"233","SPY231898","coralligenous"
"234","SPY231903","coralligenous"
"235","SPY231904","coralligenous"
"236","SPY231905","meadow"
"237","SPY231906","meadow"
"238","SPY231907","meadow"
"239","SPY231908","meadow"
"240","SPY231909","coralligenous"
"241","SPY231910","coralligenous"
"242","SPY231913","meadow"
"243","SPY231914","meadow"
"244","SPY231915","meadow"
"245","SPY231916","meadow"
"246","SPY210643","meadow"
"247","SPY210644","meadow"
"248","SPY210648","meadow"
"249","SPY210651","sandy_bed"
"250","SPY210671","meadow"
"251","SPY231889","meadow"
"252","SPY231890","meadow"
"253","SPY231891","coralligenous"
"254","SPY231892","coralligenous"
"255","SPY210672","meadow"
"256","SPY232832","meadow"
"257","SPY232835","meadow"
"258","SPY201174","meadow_rocks_sandy_bed"
"259","SPY201181","meadow_rocks_sandy_bed"
"260","SPY201187","meadow_rocks_sandy_bed"
"261","SPY201192","meadow_rocks_sandy_bed"
"262","SPY201198","meadow_rocks_sandy_bed"
"263","SPY202491","meadow_rocks_sandy_bed"
"264","SPY202495","meadow_rocks_sandy_bed"
"265","SPY202500","meadow_rocks_sandy_bed"
"266","SPY231865","sandy_bed"
"267","SPY231870","sandy_bed"
"268","SPY231871","sandy_bed"
"269","SPY231873","sandy_bed"
"270","SPY231874","sandy_bed"
"271","SPY231877","sandy_bed"
"272","SPY231878","sandy_bed"
"273","SPY231893","coralligenous"
"274","SPY231894","coralligenous"
"275","SPY231895","meadow"
"276","SPY231896","meadow"
"277","SPY201153","rocks"
"278","SPY201161","meadow_rocks_sandy_bed"
"279","SPY201162","rocks"
"280","SPY201164","meadow"
"281","SPY201169","meadow"
"282","SPY201180","rocks"
"283","SPY201186","rocks"
"284","SPY201190","meadow_rocks_sandy_bed"
"285","SPY202493","meadow"
"286","SPY202506","meadow"
"287","SPY202509","meadow"
"288","SPY202510","meadow"
"289","SPY202514","meadow"
"290","SPY202515","meadow"
"291","SPY211263","rocks"
"292","SPY211289","rocks"
"293","SPY211290","rocks"
"294","SPY211299","rocks"
"295","SPY211303","rocks"
"296","SPY211304","rocks"
"297","SPY231887","meadow"
"298","SPY231888","meadow"
"299","SPY232833","meadow"
"300","SPY232834","meadow"
"301","SPY210723","meadow"
"302","SPY201175","meadow_rocks_sandy_bed"
"303","SPY201176","meadow_rocks_sandy_bed"
"304","SPY201179","meadow_rocks_sandy_bed"
"305","SPY201191","meadow_rocks_sandy_bed"
"306","SPY202492","meadow_rocks_sandy_bed"
"307","SPY202496","meadow_rocks_sandy_bed"
"308","SPY202498","meadow_rocks_sandy_bed"
"309","SPY202499","meadow_rocks_sandy_bed"
"310","SPY211266","meadow"
"311","SPY211280","meadow"
"312","SPY211285","meadow"
"313","SPY231899","coralligenous"
"314","SPY231900","coralligenous"
"315","SPY231901","meadow"
"316","SPY231902","meadow"
"317","SPY201149","meadow_rocks_sandy_bed"
"318","SPY201150","meadow_rocks_sandy_bed"
"319","SPY201151","meadow_rocks_sandy_bed"
"320","SPY201152","meadow_rocks_sandy_bed"
"321","SPY201157","meadow_rocks_sandy_bed"
"322","SPY201158","meadow_rocks_sandy_bed"
"323","SPY201177","meadow_rocks_sandy_bed"
"324","SPY201193","meadow_rocks_sandy_bed"
"325","SPY231911","coralligenous"
"326","SPY231912","coralligenous"
"327","SPY201159","rocks"
"328","SPY201160","meadow_sandy_bed"
"329","SPY201166","rocks"
"330","SPY201167","meadow_sandy_bed"
"331","SPY201168","sandy_bed"
"332","SPY201170","sandy_bed"
"333","SPY201171","meadow_sandy_bed"
"334","SPY201216","coralligenous_meadow"
"335","SPY201263","coralligenous_meadow"
"336","SPY202494","meadow_sandy_bed"
"337","SPY211274","meadow"
"338","SPY211278","meadow"
"339","SPY210647","meadow"
"340","SPY210652","meadow"
"341","SPY232830","meadow"
"342","SPY232831","meadow"
