"","spygen_code","protection"
"206","SPY210666",0
"207","SPY210670",0
"208","SPY210671",0
"209","SPY210676",0
"210","SPY210679",0
"211","SPY210680",0
"212","SPY210681",0
"213","SPY210682",0
"214","SPY210683",0
"215","SPY210684",0
"216","SPY210685",0
"217","SPY210686",0
"218","SPY210687",0
"219","SPY210688",0
"220","SPY210689",0
"221","SPY210690",0
"222","SPY210691",0
"223","SPY210692",0
"224","SPY210693",0
"225","SPY210694",0
"226","SPY211262",0
"227","SPY211263",0
"228","SPY211266",0
"229","SPY211268",0
"230","SPY211273",0
"231","SPY211274",0
"232","SPY211275",0
"233","SPY211277",0
"234","SPY211278",0
"235","SPY211279",0
"236","SPY211280",0
"237","SPY211282",0
"238","SPY211284",0
"239","SPY211285",0
"240","SPY211286",0
"241","SPY211289",0
"242","SPY211290",0
"243","SPY211299",0
"244","SPY211300",0
"245","SPY211301",0
"246","SPY211302",0
"247","SPY211303",0
"248","SPY211304",0
"249","SPY211305",0
"250","SPY211306",0
"251","SPY211307",0
"252","SPY211309",0
"253","SPY211310",0
"254","SPY211311",0
"255","SPY212588",0
"256","SPY212589",0
"257","SPY231713",0
"258","SPY231714",0
"259","SPY231715",0
"260","SPY231716",0
"261","SPY231717",0
"262","SPY231718",0
"263","SPY231719",0
"264","SPY231720",0
"265","SPY231721",0
"266","SPY231722",0
"267","SPY231723",0
"268","SPY231724",0
"269","SPY231725",0
"270","SPY231726",0
"271","SPY231727",0
"272","SPY231728",0
"273","SPY231729",0
"274","SPY231730",0
"275","SPY231885",0
"276","SPY231886",0
"277","SPY231889",0
"278","SPY231890",0
"279","SPY231891",0
"280","SPY231892",0
"281","SPY211069",0
"282","SPY211070",0
"283","SPY211071",0
"284","SPY211072",0
"285","SPY211068",0
"286","SPY211073",0
"287","SPY231741",0
"288","SPY231742",0
"289","SPY231743",0
"290","SPY231744",0
"291","SPY231745",0
"292","SPY231746",0
"293","SPY231747",0
"294","SPY231865",0
"295","SPY231870",0
"296","SPY231871",0
"297","SPY231873",0
"298","SPY231874",0
"299","SPY231877",0
"300","SPY231878",0
"301","SPY181699",1
"302","SPY192310",1
"303","SPY201163",1
"304","SPY211045",1
"305","SPY211046",1
"306","SPY211048",1
"307","SPY211051",1
"308","SPY211062",1
"309","SPY211063",1
"310","SPY211138",1
"311","SPY211163",1
"312","SPY211168",1
"313","SPY211169",1
"314","SPY211170",1
"315","SPY211172",1
"316","SPY211173",1
"317","SPY211174",1
"318","SPY211177",1
"319","SPY211178",1
"320","SPY211180",1
"321","SPY211181",1
"322","SPY211182",1
"323","SPY211183",1
"324","SPY211184",1
"325","SPY212710",1
"326","SPY212711",1
"327","SPY212712",1
"328","SPY212713",1
"329","SPY212714",1
"330","SPY212715",1
"331","SPY212716",1
"332","SPY212717",1
"333","SPY212718",1
"334","SPY212719",1
"335","SPY212756",1
"336","SPY212758",1
"337","SPY212759",1
"338","SPY211044",1
"339","SPY211047",1
"340","SPY211049",1
"341","SPY211050",1
"342","SPY211054",1
"343","SPY211055",1
"344","SPY231679",1
"345","SPY231680",1
"346","SPY231675",1
"347","SPY231676",1
"348","SPY231677",1
"349","SPY231678",1
"350","SPY231691",1
"351","SPY231692",1
"352","SPY231693",1
"353","SPY231694",1
"354","SPY231695",1
"355","SPY231696",1
"356","SPY231703",1
"357","SPY231704",1
"358","SPY231909",1
"359","SPY231910",1
"360","SPY231913",1
"361","SPY231914",1
"362","SPY211056",1
"363","SPY211064",1
"364","SPY201239",1
"365","SPY201241",1
"366","SPY231669",1
"367","SPY231670",1
"368","SPY231681",1
"369","SPY231682",1
"370","SPY231697",1
"371","SPY231698",1
"372","SPY201150",1
"373","SPY201152",1
"374","SPY201157",1
"375","SPY201158",1
"376","SPY231699",1
"377","SPY231700",1
"378","SPY231701",1
"379","SPY231702",1
"380","SPY231911",1
"381","SPY231912",1
"382","SPY201174",1
"383","SPY201181",1
"384","SPY201187",1
"385","SPY201192",1
"386","SPY201198",1
"387","SPY202491",1
"388","SPY202495",1
"389","SPY202500",1
"390","SPY231683",1
"391","SPY231684",1
"392","SPY231685",1
"393","SPY231686",1
"394","SPY231687",1
"395","SPY231688",1
"396","SPY231689",1
"397","SPY231690",1
"398","SPY231671",1
"399","SPY231672",1
"400","SPY231673",1
"401","SPY231674",1
"402","SPY231750",1
"403","SPY231751",1
"404","SPY231752",1
"405","SPY231753",1
"406","SPY211059",1
"407","SPY211060",1
"408","SPY200806",1
"409","SPY200807",1
"410","SPY231731",1
"411","SPY231732",1
"412","SPY210650",1
"413","SPY201216",1
"414","SPY201263",1
"415","SPY210655",1
"416","SPY210656",1
"417","SPY210660",1
"418","SPY231733",1
"419","SPY231734",1
"420","SPY231758",1
"421","SPY231759",1
"422","SPY222970",1
"423","SPY222972",1
"424","SPY222973",1
"425","SPY222974",1
"426","SPY181149",1
"427","SPY181150",1
"428","SPY231893",1
"429","SPY231894",1
"430","SPY231760",1
"431","SPY231761",1
"432","SPY201175",1
"433","SPY201191",1
"434","SPY202496",1
"435","SPY202498",1
"436","SPY201952",1
"437","SPY201962",1
"438","SPY210649",1
"439","SPY212768",1
"440","SPY200468",1
"441","SPY200474",1
"442","SPY201953",1
"443","SPY201961",1
"444","SPY210637",1
"445","SPY210654",1
"446","SPY212760",1
"447","SPY212762",1
"448","SPY212763",1
"449","SPY212764",1
"450","SPY212765",1
"451","SPY212766",1
"452","SPY212767",1
"453","SPY212769",1
"454","SPY231887",1
"455","SPY231888",1
"456","SPY231660",1
"457","SPY231661",1
"458","SPY231662",1
"459","SPY231663",1
"460","SPY231664",1
